id,created_at,content,post_time_of_day,post_day_of_week,sentiment_score,emotion_label,location,geolocation,account,reblogs_count,favourites_count,url
113602562043850205,2024-12-05T22:25:30+00:00,"# auspol # ABCRN Listening to LNP liar (Senator Bridget Mackenzie) now bullshitting about nuclear power. So disappointing to not here interviewer challenge her about the relative costs of power of nuclear versus # RE from wind and solar. And where do the figures for 68,000km of extra/new transmission lines come from? Yes, nearby windfarm needed them, but the LNP proposal for nuclear only provides about 4% of total power needs. To me, they want 15-20 years more of coal and gas power to line their and mates pockets. Facts and truth important. Journalists (so called) are failing to challenge. Just another media failure. We are being brainwashed.",Evening,Thursday,-0.0016666666666666663,negative,Gold Coast,"-28.016667,153.400000",MorpheusB@aus.social,10,0,https://aus.social/@MorpheusB/113602561990677636
113602514398603907,2024-12-05T22:13:23+00:00,"Two months ago I was writing a paper on the pre-teen autistic boy who was targeted by the Australian Federal Police and groomed (by them) further down the track into radicalisation until they could charge him with terrorist offences. My housemate and I had a conversation about how almost all these people in Australia who have apparently committed acts of terrorism are actually teenagers, and how that's something that needs to be looked at.. Well, today the Guardian is running a story, ""AFP and Asio warn of 'shocking' numbers of teens in terrorism cases"". ASIO IS IN MY HOUSE AND STEALING MY CRIMINOLOGY # AusPol # Australia # policing # Criminology # CriminalJustice # university # uni # Academia # Media",Evening,Thursday,-0.08159722222222222,negative,Melbourne,"-37.813629,144.963058",aby@aus.social,4,0,https://aus.social/@aby/113602514356618302
113602505300923171,2024-12-05T22:11:05.360000+00:00,"NuCoal Resources made $6,000 in Federal political donations. {961} ( https:// politicalgadgets.com/ ) # auspol",Evening,Thursday,0.0,neutral,Gold Coast,"-28.016667,153.400000",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113602505300923171
113602429427502655,2024-12-05T21:51:47+00:00,"Inside Politics: Niki Savva on why the PM should retire, even if he does win the next election # auspol https:// youtu.be/0-SQQRxOrhE?si=YeQviR iH1PZHL1vf",Evening,Thursday,0.2,positive,Canberra,"-35.280937,149.130009",dijical@floss.social,1,0,https://floss.social/@dijical/113602429394016121
113602331454094948,2024-12-05T21:26:52+00:00,# TheConversation # auspol Funding research for economic return sounds good – but that’s not how science really works Read more… https:// theconversation.com/funding-re search-for-economic-return-sounds-good-but-thats-not-how-science-really-works-245269,Evening,Thursday,0.18333333333333332,positive,Adelaide,"-34.928497,138.600739",Alpha1Nine@aus.social,4,0,https://aus.social/@Alpha1Nine/113602331425650219
113602327371841503,2024-12-05T21:25:49+00:00,"# TheConversation # auspol Master Builders Association doing Australia no favours on immigration policy Read more… https:// independentaustralia.net/polit ics/politics-display/master-builders-association-doing-australia-no-favours-on-immigration-policy,19231?utm_source=rss&utm_medium=rss&utm_campaign=IA_Feed",Evening,Thursday,0.0,neutral,Perth,"-31.950527,115.860458",Alpha1Nine@aus.social,1,1,https://aus.social/@Alpha1Nine/113602327344512650
113602269930272055,2024-12-05T21:11:13+00:00,Triple trouble: WA wholesale gas and electricity prices soar since approval of onshore gas exports https:// australiainstitute.org.au/post /triple-trouble-wa-wholesale-gas-and-electricity-prices-soar-since-approval-of-onshore-gas-exports/?utm_source=rss&utm_medium=rss&utm_campaign=triple-trouble-wa-wholesale-gas-and-electricity-prices-soar-since-approval-of-onshore-gas-exports # Auspol,Evening,Thursday,-0.06666666666666667,negative,Canberra,"-35.280937,149.130009",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113602269893084135
113602269352447523,2024-12-05T21:11:05.073000+00:00,Aaron Violi is 83.55% Barnaby Joyce. {853} ( https:// politicalgadgets.com/HowPolsVo te/voteslikejoycep/ ) # auspol # votes_like,Evening,Thursday,0.0,neutral,Adelaide,"-34.928497,138.600739",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113602269352447523
113602249006973146,2024-12-05T21:05:39+00:00,Interesting to hear Shane Wright say the markets are pricing in a 50% chance of a rate cut in February and 100% by April after the release of the weak GDP figures this week Logic says that would make a May election more sensible # auspol # RNBreakfast,Evening,Thursday,0.03125,positive,Perth,"-31.950527,115.860458",HardBeingGreen@theblower.au,1,1,https://theblower.au/@HardBeingGreen/113602247993678764
113602242190667328,2024-12-05T21:04:10+00:00,The Electoral Reform Bill is stalled but the party is far from over https:// johnmenadue.com/the-electoral- reform-bill-is-stalled-but-the-party-is-far-from-over/ # Auspol,Evening,Thursday,0.03333333333333333,positive,Sydney,"-33.868820,151.209296",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113602242153945950
113602238633668732,2024-12-05T21:03:15+00:00,Miners’ union leader: ‘Left-wing Ukrainians are fighting on the front and organising workers’ https://www. greenleft.org.au/content/miner s-union-leader-left-wing-ukrainians-are-fighting-front-and-organising-workers # Auspol,Evening,Thursday,0.0,neutral,Gold Coast,"-28.016667,153.400000",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113602238590568394
113602165472339263,2024-12-05T20:44:39+00:00,"There is a depressing level of transparency regarding rehabilitation programs. Sure, a conviction is secured. Then what? These children have over-80 years ahead of them. What do we do to get them ‘back on track’. Considering how badly we do with rehabilitation, reflecting on our high recivisiam rate, what assurances do we have that ‘terrorism’ related cases are handled more sensitively? (Also, a reminder that the material monitoring and controls is a major part of reducing threat risks.) https://www. theguardian.com/australia-news /2024/dec/06/two-australian-teens-convicted-under-counter-terrorism-laws-as-afp-and-asio-warn-of-early-signs-of-radicalisation # AusPol",Evening,Thursday,-0.047749999999999994,negative,Melbourne,"-37.813629,144.963058",ki_sekiya@aus.social,1,0,https://aus.social/@ki_sekiya/113602165446829403
113602096930063301,2024-12-05T20:27:13+00:00,Towards human-centred cities https://www. greenleft.org.au/content/towar ds-human-centred-cities # Auspol,Evening,Thursday,0.0,neutral,Darwin,"-12.463440,130.845642",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113602096900264785
113602088925569236,2024-12-05T20:25:11+00:00,Can Australia and Indonesia provide leadership on climate change? https:// johnmenadue.com/can-australia- and-indonesia-provide-leadership-on-climate-change/ # Auspol,Evening,Thursday,0.0,neutral,Sydney,"-33.868820,151.209296",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113602088865493505
113602036661430008,2024-12-05T20:11:54+00:00,# TheConversation # auspol How pop-up warnings and chatbots can be used to disrupt online child sex abusers Read more… https:// theconversation.com/how-pop-up -warnings-and-chatbots-can-be-used-to-disrupt-online-child-sex-abusers-244507,Evening,Thursday,0.0,neutral,Canberra,"-35.280937,149.130009",Alpha1Nine@aus.social,1,0,https://aus.social/@Alpha1Nine/113602036631470332
113602033414317930,2024-12-05T20:11:04.943000+00:00,Parliament is not sitting today. There are committees today. {7} ( https:// politicalgadgets.com/ ) # auspol,Evening,Thursday,0.0,neutral,Canberra,"-35.280937,149.130009",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113602033414317930
113602020304826038,2024-12-05T20:07:44+00:00,# TheConversation # Science # Tech # auspol An annual roadshow is helping kids from remote Australia realise their dreams of becoming a scientist Read more… https:// theconversation.com/an-annual- roadshow-is-helping-kids-from-remote-australia-realise-their-dreams-of-becoming-a-scientist-244659,Evening,Thursday,0.049999999999999996,positive,Gold Coast,"-28.016667,153.400000",Alpha1Nine@aus.social,2,0,https://aus.social/@Alpha1Nine/113602020278102065
113601781334206995,2024-12-05T19:06:50+00:00,For the like 10th time this week: What. the. fuck. is. wrong. with. Labor? Can't wait for it to be revealed that Albo has sworn himself into 10 ministries. McKinsey paid $1.6m to ‘guide’ Australian climate policy despite working for fossil fuel companies https://www. theguardian.com/australia-news /2024/dec/06/mckinsey-consultancy-firm-australian-climate-change-policy-fossil-fuel-companies-ntwnfb # auspol,Evening,Thursday,-0.18,negative,Melbourne,"-37.813629,144.963058",sortius@mastodon.social,2,1,https://mastodon.social/@sortius/113601780826121442
113601224334507512,2024-12-05T16:44:46.771000+00:00,"www.abc.net.au/news/2024-12... Australia’s largest drug bust in Queensland. How will people powder their noses now? I’m sure there’s a few people doing it tough. Sadly, two kids were arrested along with multiple adults. #auspol A Queensland coastal town beco...",Afternoon,Thursday,-0.07361111111111111,negative,Sydney,"-33.868820,151.209296",imogenib.bsky.social@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:vzhasc32fu4oaivv5s3iaqz2/post/3lcl4ivjnsa2n
113600838752649049,2024-12-05T15:07:12+00:00,What’s the point of Australia? https:// australiainstitute.org.au/post /whats-the-point-of-australia/?utm_source=rss&utm_medium=rss&utm_campaign=whats-the-point-of-australia # Auspol,Afternoon,Thursday,0.0,neutral,Brisbane,"-27.469770,153.025131",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113600838508524202
113600527749584401,2024-12-05T13:48:09+00:00,"Venezuela: Amid fears of new sanctions, Maduro proposes more privatisations https://www. greenleft.org.au/content/venez uela-amid-fears-new-sanctions-maduro-proposes-more-privatisations # Auspol",Afternoon,Thursday,0.1590909090909091,positive,Darwin,"-12.463440,130.845642",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113600527720003667
113600503797303878,2024-12-05T13:42:04+00:00,"@ Qldaah 80 year lifespan, unsure if correct, but definitely longer than wind, wind however is cheap in comparison and doesn't take 15-20 years to get built and operational, nuclear won't save us, in fact it will be more expensive, and one of the major reasons these turds are backing it because their mining buddies want to exploit uranium they can get access too. Same story different rock ey Peter, it's always the same with you idiots, dig a hole, finite resources, you aren't liberal, you don't stand for free speech, nor farmers either, how does it feel to be a pet dog who barks when your mining masters say. SIT Peter, that's a good boy, here's a doggie treat, get those intruders, roll over, STAY STAY, FETCH. # auspol",Afternoon,Thursday,0.06354166666666666,positive,Brisbane,"-27.469770,153.025131",trelord75@aus.social,0,1,https://aus.social/@trelord75/113600503765013612
113600388961824411,2024-12-05T13:12:51+00:00,"I'll support the ABC to the bitter end because 5.6m Queenslanders over 1.853m km² trust it. We can't continue having nonsense published. Doesn't matter who says it, have the factcheckers had a look at the claim in the past? If there's doubt then it doesn't go on screen. # auspol",Afternoon,Thursday,-0.11666666666666665,negative,Melbourne,"-37.813629,144.963058",Qldaah@aus.social,3,1,https://aus.social/@Qldaah/113600388877612496
113600336914730727,2024-12-05T12:59:36.427000+00:00,"Sometimes it seems like people would be happy if JobSeekers all end up homeless and hungry without their needs met.

I just want to ask. What is wrong with you people? 

Not all the good people here, thankfully that’s most of you, but the others, who say nothing as we harm our own. #auspol 😞",Afternoon,Thursday,0.35000000000000003,positive,Canberra,"-35.280937,149.130009",imogenib.bsky.social@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:vzhasc32fu4oaivv5s3iaqz2/post/3lckpwb32ai2y
113600303632796974,2024-12-05T12:51:09+00:00,The economy is people https:// australiainstitute.org.au/post /the-economy-is-people/?utm_source=rss&utm_medium=rss&utm_campaign=the-economy-is-people # Auspol,Afternoon,Thursday,0.0,neutral,Melbourne,"-37.813629,144.963058",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113600303579462370
113600282504207007,2024-12-05T12:45:47+00:00,I can't speak for other jurisdictions & I don't know how else to explain this to the ABC from Qld. When Ultimo types this in it goes to 5.6m of us over 1.853m km². We accept that headline as being fact checked & true. That's how much trust is held in Qld in the ABC. # auspol,Afternoon,Thursday,0.10625,positive,Brisbane,"-27.469770,153.025131",Qldaah@aus.social,1,1,https://aus.social/@Qldaah/113600282462728653
113600148617443857,2024-12-05T12:11:44+00:00,"You don't trust the Qld LNP, mate. # auspol https:// youtu.be/jOHUGW2EjC4",Afternoon,Thursday,0.0,neutral,Perth,"-31.950527,115.860458",Qldaah@aus.social,1,0,https://aus.social/@Qldaah/113600148585687750
113600134982008872,2024-12-05T12:08:15+00:00,The economy is people https:// australiainstitute.org.au/post /the-economy-is-people/?utm_source=rss&utm_medium=rss&utm_campaign=the-economy-is-people # Auspol,Afternoon,Thursday,0.0,neutral,Hobart,"-42.882137,147.327195",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113600134868517184
113600095305851440,2024-12-05T11:58:11+00:00,"AI Regulation in Australia: Understanding the mandatory guardrails https:// independentaustralia.net/about -ia/sponsored-display/ai-regulation-in-australia-understanding-the-mandatory-guardrails,19190?utm_source=rss&utm_medium=rss&utm_campaign=IA_Feed # Auspol",Morning,Thursday,0.0,neutral,Brisbane,"-27.469770,153.025131",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113600095267444453
113600042068367497,2024-12-05T11:44:38+00:00,"We're never going to get anywhere in this country if the media keep publishing these sorts of headlines. Is what Peter Dutton saying true? If not, that's the story. # auspol",Morning,Thursday,0.175,positive,Canberra,"-35.280937,149.130009",Qldaah@aus.social,2,0,https://aus.social/@Qldaah/113600041985964050
113599984358388299,2024-12-05T11:29:57+00:00,"The Queensland LNP now have control of the Coalition & their home state. For now, don't worry about us here in Qld. Don't let them get control of our country. They are the political descendants of Joh Bjelke-Petersen. Australians have no idea the danger we are all in. # auspol",Morning,Thursday,0.0,neutral,Gold Coast,"-28.016667,153.400000",Qldaah@aus.social,5,1,https://aus.social/@Qldaah/113599984276077034
113599928068924452,2024-12-05T11:15:38+00:00,"AI Regulation in Australia: Understanding the mandatory guardrails https:// independentaustralia.net/about -ia/sponsored-display/ai-regulation-in-australia-understanding-the-mandatory-guardrails,19190?utm_source=rss&utm_medium=rss&utm_campaign=IA_Feed # Auspol",Morning,Thursday,0.0,neutral,Sydney,"-33.868820,151.209296",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113599927992254598
113599924329779036,2024-12-05T11:14:42+00:00,What a tool. He was giving away money the other day to the “needy” with MSN in tow. If he really cared he would have done it quietly and through a charity. His ‘club’ sounds like a great scam. # auspol https://www. theguardian.com/australia-news /2024/dec/05/adrian-portelli-legal-charges-south-australia-alleged-unlawful-lottery-xclusive-tech-ntwnfb,Morning,Thursday,0.14583333333333334,positive,Canberra,"-35.280937,149.130009",Gracchus@aus.social,2,0,https://aus.social/@Gracchus/113599924304543819
113599859146723911,2024-12-05T10:57:53.076000+00:00,"Current colour of the tap water in Brisbane. Urban Utilities is closed and calling the Brisbane City Council. This is bad. I guess a pipe has failed somewhere. #auspol #water #townsupply Anything else I should do? Anyone else to call?

Calling 24 hr Uban Utilities No now. BCC had it. 132364",Morning,Thursday,-0.1857142857142857,negative,Hobart,"-42.882137,147.327195",imogenib.bsky.social@bsky.brid.gy,2,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:vzhasc32fu4oaivv5s3iaqz2/post/3lckj4m236a2b
113599824389993855,2024-12-05T10:49:17+00:00,Senator Fatima Payman shows solidarity to United Workers Union Woolies workers https://www. greenleft.org.au/content/senat or-fatima-payman-shows-solidarity-united-workers-union-woolies-workers # Auspol,Morning,Thursday,0.0,neutral,Gold Coast,"-28.016667,153.400000",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113599824333533579
113599782752345232,2024-12-05T10:38:41+00:00,How is anyone supposed to administer a fantasy? # CancelAUKUS # AusPol https://www. abc.net.au/news/2024-12-05/aus tralian-submarine-agency-examined-former-defence-boss/104689730,Morning,Thursday,0.0,neutral,Canberra,"-35.280937,149.130009",kentparkstreet1@mastodon.online,0,0,https://mastodon.online/@kentparkstreet1/113599782705032462
113599753001326744,2024-12-05T10:31:07+00:00,What’s the point of Australia? https:// australiainstitute.org.au/post /whats-the-point-of-australia/?utm_source=rss&utm_medium=rss&utm_campaign=whats-the-point-of-australia # Auspol,Morning,Thursday,0.0,neutral,Perth,"-31.950527,115.860458",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113599752948768413
113599731184520694,2024-12-05T10:25:32+00:00,"All too often, I feel that a HANGED parliament might be more apt. https:// johnmenadue.com/who-wants-a-hu ng-parliament/ # AusPol",Morning,Thursday,0.16666666666666666,positive,Melbourne,"-37.813629,144.963058",DropBear@theblower.au,2,1,https://theblower.au/@DropBear/113599730979589389
113599656291205755,2024-12-05T10:06:30.348000+00:00,Blocking people who try to tell me my experiences aren’t what they are and who with sweeping blanket statements are attempting to assure everyone that employment service providers aren’t exploitative and abusive to JobSeekers. Yes they are! As standard practice. 😡 #auspol,Morning,Thursday,-0.125,negative,Hobart,"-42.882137,147.327195",imogenib.bsky.social@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:vzhasc32fu4oaivv5s3iaqz2/post/3lckgaqnojl2y
113599574091429064,2024-12-05T09:45:29.279000+00:00,"www.theguardian.com/australia-ne... “The social services minister, Amanda Rishworth, said the new public reporting mechanism would provide greater insight and transparency into the program.”

Where is the “clear picture” of what their job is, and how do we complain. @guardianaus.bsky.social #auspol Some of Australia’s largest di...",Morning,Thursday,0.08552188552188551,positive,Perth,"-31.950527,115.860458",imogenib.bsky.social@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:vzhasc32fu4oaivv5s3iaqz2/post/3lckf35i5nm2a
113599564681795790,2024-12-05T09:43:12+00:00,The economy is people https:// australiainstitute.org.au/post /the-economy-is-people/?utm_source=rss&utm_medium=rss&utm_campaign=the-economy-is-people # Auspol,Morning,Thursday,0.0,neutral,Adelaide,"-34.928497,138.600739",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113599564520197044
113599560753598234,2024-12-05T09:42:14+00:00,# TheConversation # auspol Grattan on Friday: frustrated government can only bite its tongue as it waits on Michele Bullock Read more… https:// theconversation.com/grattan-on -friday-frustrated-government-can-only-bite-its-tongue-as-it-waits-on-michele-bullock-245284,Morning,Thursday,-0.13999999999999999,negative,Darwin,"-12.463440,130.845642",Alpha1Nine@aus.social,1,0,https://aus.social/@Alpha1Nine/113599560730222012
113599548340331587,2024-12-05T09:39:01+00:00,Here is my shocked face. # Auspol,Morning,Thursday,-0.35,negative,Sydney,"-33.868820,151.209296",vwdasher@masto.nu,2,1,https://masto.nu/@vwdasher/113599548080138190
113599542163055352,2024-12-05T09:37:31+00:00,"""Chalmers Says He Doesn’t Listen To Media Speculation About A Possible Leadership Change"" https://www. betootaadvocate.com/humans-of- betoota/chalmers-says-he-doesnt-listen-to-media-speculation-about-a-possible-leadership-change/ # BetootaAdvocate # AusPol",Morning,Thursday,0.0,neutral,Hobart,"-42.882137,147.327195",pelicangut@aus.social,1,0,https://aus.social/@pelicangut/113599542138952735
113599435671613368,2024-12-05T09:10:25+00:00,"@ Qldaah Off-shore wind farm estimated to cost $10 Billlion and generate 2GW (2000MW) of power. Small modular reactor estimated to cost $10 billion (in 2019) and generate 440MW of power. Wind power produces more than 4x the power of SMR at the same cost (likely at cheaper cost since 2019 $ used above for SMR). WouLd love to see someone make a real-time fact checking AI, although this would never get deployed on Australian TV. https:// reneweconomy.com.au/australias -first-floating-wind-farm-edges-closer-with-feasibility-licence-awarded-to-2gw-project https://www. energycouncil.com.au/analysis/ small-nuclear-reactors-come-with-big-price-tag-report/ # auspol",Morning,Thursday,0.1,positive,Sydney,"-33.868820,151.209296",Bot4Sale@fairdinkum.one,3,0,https://fairdinkum.one/@Bot4Sale/113599435603277715
113599400454300271,2024-12-05T09:01:29+00:00,"Lovers of quality British-made spy/crime thrillers - we'll be spoilt over the few days. Ep 8 of the very classy ""Day of the Jackal"" + Netflix's ""Black Doves"" with the initimable Sarah Lancashire. # NZPol # auspol",Morning,Thursday,-0.04733333333333333,negative,Brisbane,"-27.469770,153.025131",NZedAUS@mastodon.nz,2,0,https://mastodon.nz/@NZedAUS/113599400498276164
113599371623562525,2024-12-05T08:54:07+00:00,"@ InsurgoFormica @ feather1952 @ Qldaah That's the way Murdoch wants it, so it shall be! # auspol",Morning,Thursday,0.04,positive,Melbourne,"-37.813629,144.963058",Bot4Sale@fairdinkum.one,0,0,https://fairdinkum.one/@Bot4Sale/113599371541195479
113599336321960256,2024-12-05T08:45:09+00:00,"Another day, another bumper catch of misinformation from the salmon industry https:// australiainstitute.org.au/post /another-day-another-bumper-catch-of-misinformation-from-the-salmon-industry/?utm_source=rss&utm_medium=rss&utm_campaign=another-day-another-bumper-catch-of-misinformation-from-the-salmon-industry # Auspol",Morning,Thursday,0.0,neutral,Hobart,"-42.882137,147.327195",IndyMediaAus@mastodon.social,4,0,https://mastodon.social/@IndyMediaAus/113599336263124817
113599251531663819,2024-12-05T08:23:14.742000+00:00,"Normally I'm critical of opinion polls, but this is interesting: 

Neither major party has over 50% support. More people prefer The Greens or Independents (34.2%) to Labor (21.9%).

Albo's best shot at winning and stopping Dutton is through Teal+Green prefs, with a Teal+Green crossbench. #auspol RE: https://bsky.app/profile/did:plc:lia4ywzl2c2kt4dn3kzbywog/post/3lcjryqtw6t2n",Morning,Thursday,0.3203125,positive,Melbourne,"-37.813629,144.963058",ajsadauskas.bsky.social@bsky.brid.gy,5,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:n2okvbdq33c32ekbv6hfzdg2/post/3lckai3d7ks2f
113599233189793467,2024-12-05T08:18:56+00:00,# auspol # Australia # Disasters # ClimateEmergency https:// michaelwest.com.au/climate-whi plash-growing-risk-of-cascading-disasters/,Morning,Thursday,0.0,neutral,Adelaide,"-34.928497,138.600739",MorpheusB@aus.social,2,0,https://aus.social/@MorpheusB/113599233134128862
113599175239010728,2024-12-05T08:04:11+00:00,"Another day, another bumper catch of misinformation from the salmon industry https:// australiainstitute.org.au/post /another-day-another-bumper-catch-of-misinformation-from-the-salmon-industry/?utm_source=rss&utm_medium=rss&utm_campaign=another-day-another-bumper-catch-of-misinformation-from-the-salmon-industry # Auspol",Morning,Thursday,0.0,neutral,Darwin,"-12.463440,130.845642",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113599175167237998
113599101150207518,2024-12-05T07:45:21+00:00,"Peter Dutton is specific here about small modular reactors lasting 80 years. He's not talking about any other type of nuclear energy technology. So, how is that possible when no SMR octogenarians exist? # auspol https:// aus.social/@Qldaah/11359851020 5918637",Morning,Thursday,-0.05357142857142857,negative,Gold Coast,"-28.016667,153.400000",Qldaah@aus.social,2,0,https://aus.social/@Qldaah/113599101111778764
